,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sei10,spsei10,pasei10,masei10,sei10educ,spsei10educ,pasei10educ,masei10educ,sei10inc,spsei10inc,pasei10inc,masei10inc,vpsu,vstrat,adults,babies,ballot,famgen,form,formwt,hompop,id,issp,oversamp,phone,preteen,race,reg16,region,relate1,relhhd1,sampcode,sample,saqissp,saqsex,sex,size,srcbelt,teens,version,visitors,wrkstat,wtss,wtssall,wtssnr,xnorcsiz,year,mar1,marital,respnum,rvisitor,family16,dateintv,relig,relig16,age,cohort,partyid,res16,degree,sibs,satfin,educ,born,parborn,finalter,mobile16,childs,happy,class,gender1,hhtype,hhtype1,coop,ethnum,comprend,finrela,vote92,birthmo,zodiac,dwelling,old1,rplace,earnrs,hefinfo,whoelse1,whoelse2,whoelse3,whoelse4,whoelse5,whoelse6,attend,fund16,reliten,isco681,isco88,occ80,prestg80,sei,weekswrk,indus80,hhrace,wrkslf,income,income91,mawrkgrw,polviews,fund,raclive,granborn,natpark,courts,cappun,natsoc,natroad,partners,evstray,partnrs5,madeg,evpaidsx,coninc,realinc,natmass,sexfreq,eth1,condom,maeduc,relatsex,nummen,health,numwomen,fechld,fefam,pawrkslf,fehelp,fepresch,paind80,paisc681,paisco88,paocc80,papres80,pasei,satjob,sexsex5,ethnic,padeg,partfull,gender2,old2,matesex,relate2,relhhd2,paeduc,rincom91,rincome,agekdbrn,sexsex,localnum,news,socrel,socfrend,socommun,socbar,conrinc,realrinc,tvhours,world1,hrs1,mar2,teensex,spanking,suicide2,suicide3,hunt,owngun,wrkwayup,pistol,rifle,shotgun,unemp,fework,trust,helpful,union,bible,xmovie,sexeduc,life,fear,fepres,pornlaw,coneduc,conmedic,pillok,suicide4,premarsx,getahead,goodlife,helpoth,obey,polattak,popular,thnkself,workhard,dwelown,polabuse,spkath,fair,racdif2,racdif3,xmarsex,blksimp,polmurdr,aged,parsol,unrelat,fehome,chldidel,gunlaw,spkmil,contv,racmar,prayer,spkhomo,spkrac,letdie1,confinan,eqwlth,wordsum,spkcom,conpress,helpsick,fepol,colhomo,conarmy,libhomo,conlegis,suicide1,pres92,confed,widowed,libath,helpblk,helppoor,libmil,librac,racdif1,abdefect,abhlth,kidssol,tax,conbus,divlaw,racpush,uswary,abrape,libcom,colrac,wordd,polhitok,absingle,conclerg,abpoor,colath,racdif4,worda,wordi,abnomore,colmil,grass,abany,affrmact,conjudge,polescap,helpnot,wordb,colcom,homosex,consci,conlabor,worde,postlife,maind80,mawrkslf,wordf,maisc681,maisco88,maocc80,mapres80,masei,denom16,wordj,denom,divorce,wordg,religid,wksub,angryev,raceself,racesee,fenews,rushed,angry,hapfeel,tradmod,ashamed,embarrss,lonely,noplan,rhmewrk,showangr,worried,calm,excited,madat,mostluck,sad,outraged,fearful,badbrks,selfirst,fixhome,lawyer,ovrjoyed,restless,shakeblu,vigversn,atease,famlife,meovrwrk,proud,litcntrl,twoincs,anxious,fekids2,contentd,tagsales,askdrugs,fehire,marfree,wkfambiz,feimp,fekids1,askcrime,wksup,askdrink,askmentl,sharesep,evbrkdwn,hapgirls,inequal1,askfinan,seriousp,needynei,homeless,flextime,frndawk,fekids3,frnddeal,hapboys,needyoth,needyfrd,emoteoth,chkfinan,tlkfam,askforgn,chktaxes,secmilop,chkspfin,sectech,yourself,asksexor,sellsex,sexhar,racedbtf,upsdowns,dectreat,nateduc,needyrel,fekids4,organsw,tablprce,feless1,secterr,fekids5,feless2,imprvown,incgap,parleave,natfare,natheal,dangroth,econsys,natcrime,vigsoc,feless3,layoffs,wordc,stresses,spwrksta,decmoney,dangrslf,spdeg,nateducy,imprvtrt,inequal6,feminist,sellorgn,speduc,wordh,hapmar,natdrug,natenvir,reqinfo,charactr,vigfrnd,volrelig,meddoc,organsb,inequal5,mentloth,selfhelp,nathealy,vignei,adoption,secbudgt,breakdwn,givrelig,natfarey,voleduc,wayraise,secdocs,richwork,wrkclass,godswill,hurtself,natcrimy,otcmed,physill,volwork,volyouth,manprof,nataidy,volpub,mentlill,vigwork,volhlth,volhuman,nataid,natarms,medcare1,natenviy,noathome,nohmewrk,nonurse,genetics,natrecon,hmemaker,volart,volfound,inequal3,nafta2,mustdoc,nafta1,parcit,volenvir,volpol,volrec,workless,viggrp,men,refxhour,tlkclrgy,citizen,mustmed,refmorwk,res161,volinfrm,amcitizn,musthosp,abroad,amenglsh,joblose,knomentl,refpromo,amcit,volintl,sellbaby,natspac,jobfind,mentldoc,hurtoth,amsports,sexpromo,ambetter,imbalnce,amfeel,amshamed,clsenei,ambornin,spisc681,spisco88,spocc80,sppres80,amgovt,amlived,spind80,spsei,vigmar,movenei,spwrkslf,livecom1,clsetown,forlang,natarmsy,spkhome1,ifwrong,secdiplo,natdrugy,amchrstn,children,clseusa,natspacy,movetown,rprtst15,sphealer,givhlth,movestat,rxmed,forland,belikeus,clsestat,amtv,proudsss,moveusa,cuthours,giveduc,rprtst35,cutgovt,makejobs,natrace,amownway,savejobs,givhuman,givyouth,hlphitec,proudhis,proudmil,poleff11,givfound,lessreg,givpub,proudeco,spschool,immjobs,imports,excldimm,rprtst1,setwage,sparms,mentlhos,movenoam,poleff14,prouddem,proudgrp,sphlth,sppolice,proudsci,setprice,givenvir,natcity,poleff15,givart,poleff16,proudpol,givwork,immideas,givpol,givrec,amcult,immcrime,poleff3,eqincome,protest1,proudspt,rprtst3,poleff17,polint,spenviro,spretire,spunemp,aidold,poleff13,protest3,wrldgovt,givintl,obeylaw,poleff12,mincult,immameco,givinfrm,voloth,ethclose,demworks,taxmid,pricecon,proudart,ortlkfm,hlthcare,clsenoam,revspeak,sparts,allben,aidcol,grnlaws,govtpow,jobsall,onenatn,revpub,natracey,protest6,taxrich,aidhouse,refugees,databank,taxpoor,aidunemp,aidindus,givoth,eth2,equalize,natcityy,buspow,spklang1,runpower,noonehrt,runbanks,runhosp,laborpow,old3,wksubs,letin1,gender3,angrywhy,infljobs,relate3,relhhd3,madat1,madat10,madat11,madat12,madat13,madat14,madat15,madat16,madat17,madat18,madat19,madat2,madat20,madat21,madat22,madat3,madat4,madat5,madat6,madat7,madat8,madat9,angrlast,howangry,whnangry,chnang1,chnang10,chnang11,chnang12,chnang13,chnang14,chnang15,chnang16,chnang2,chnang3,chnang4,chnang5,chnang6,chnang7,chnang8,chnang9,reactok,verdict,angrygvt,chldben,cutdebt,orslfhlp,menben,ortlkclr,viglabel,evmhp,ormntlot,womenben,angryfam,taxspend,menhrt,angrywrk,nooneben,womenhrt,worklife,pray,world4,racfew,chldhrt,sphrs1,balwkfam,allhrt,othresp,selfresp,haggle,likeoth,racpres,closewht,meltpot1,closeblk,racopen,attrelig,godoc,marblk,seefilm,eatout,frndking,mapa,liveblks,thnkangr,judgeluv,rachome,mastersp,fejobaff,rachaf,ormeddoc,discaff,wlthwhts,busing,wlthblks,workwhts,racseg,workblks,intlwhts,intlblks,geneself,mediarel,othrel,ormntldc,famdif16,geneabrt,evwork,if92who,rowngun,sphmewrk,fairhwrk,earnmore,notworry,racmost,beplesnt,notupset,romance,showfeel,noemote,carprivt,borrowed,cardealr,knwmhosp,sellauto,sellbed,sellhome,transoth,discaffw,evbuyhme,loaned,orrxmed,brkdas1,famfinan,old4,gender4,buyfixes,usworry,febear,transrel,usupset,buyhome,ussat,usfrustr,usangry,buyauto,buybed,buylaw,usenthus,ushopefl,amimp,relate4,relhhd4,decauto,probfix1,spmentl,racwork,mntlas1,decbed,knwpatnt,govmentl,discaffm,mntlimp1,brkdimp1,decgift,rellaw,satlawyr,brkdsym1,notam,mntlsym1,mebear,mar3,wksups,lawyerb,satfixes,relfixer,lawyera,totrelig,medcare2,lawyerd,lawyerc,attweek,lawyere,lawyerf,brkdsym2,genetest,probhlp1,fixerb,whosold,newowned,homeyear,sathome,learnhme,fixera,genetst1,mntlsym2,probfix2,fixerf,warrntyh,fixere,fixerd,fixerc,eth3,valrelig,newused,willwed2,reldealr,satcar,acqntsex,frndsex,ormntlhs,othersex,paidsex,pikupsex,spevwork,relmhsp1,relmhsp2,relmhsp3,relmhsp4,relmhsp5,relmhsp6,brkddo1,brkdhlp1,brkdwhy1,genegood,brkdhlp2,genegoo1,monrelig,brkdhlp3,carbuyf,carbuya,carbuyg,livewith,relhome,haprom,carbuyd,carbuyb,carbuyc,carbuye,other,willwed1,brkdtime,loanedto,brkdsym3,mntlas2,oth16,orhealer,gender5,old5,relate5,relhhd5,numdays,attreg,mntlimp2,relprivt,sunday,mntlsym3,warrntyc,brkdas2,mar4,brkddo2,moneduc,probhlp2,relagent,tothlth,brkddur,wednesdy,monday,saturday,friday,monyouth,tuesday,thursday,mntloth,hrsrelig,tothuman,probfix3,carbuy1,typdealr,toteduc,realtorb,realtore,lawyerg,totyouth,brkdimp2,brkdwhy2,totfound,fixer1,realtora,realtorf,realtorc,realtord,valhuman,lawyer1,monwork,wholoand,brkdoth,valhlth,spklang2,monhlth,valfound,valeduc,madat23,valyouth,monhuman,hrseduc,totenvir,totpub,brkddo3,gender6,old6,relate6,relhhd6,monfound,hrsyouth,moninfrm,monpub,totart,orotcmed,probhlp3,monenvir,othrel1,valpub,totwork,monrec,monart,hrswork,spkhome2,tototh,totpol,brkdwhy3,valenvir,mnildo1,mnilhlp1,hrshlth,valwork,mnilwhy1,valoth,valart,jew16,jew,hrshuman,monpol,mniltime,mar5,hrsinfrm,mntlimp3,hrs2,hrfambiz,fambiz,mnildur,hrspub,valpol,totrec,old7,monoth,gender7,hrsart,hrsenvir,hrsfound,realtor1,difrace1,relate7,relhhd7,hrsrec,mnildo2,brkdimp3,valrec,hrspol,monintl,totinfrm,mar6,mnilwhy2,valinfrm,spklang3,totintl,othrel2,gender11,hrsoth,sphrs2,valintl,relate11,relhhd11,away3,mnildo3,old11,mar11,mnilhlp2,where3,away1,where1,away2,gender8,old8,relate8,relhhd8,where2,mnilhlp3,gender12,hrsintl,mnilwhy3,difrace2,relate12,relhhd12,old12,othrel3,gender9,old9,relate9,relhhd9,away4,mar7,mar12,where4,away5,away6,mar8,where5,away11,away7,difrace3,gender10,gender13,old10,old13,relate10,relate13,relhhd10,relhhd13,where11,where6,death,pray_anger,sex_r,race_r,degree_r,region_r,marital_r,childs_r,age_c,fund_r,pray_r,xaffil,xbp,bl,bldenom,blother,xev,wh,whdenom,whother,xml,xcath,xjew,xother,noxev,noxevxaf,xnonaff,xprotdk,reltrad,angryfamily,angryfriend,angrywork,angryself,angryother,angrysource,sexage,sexrace,sexcollege,sexregion,sexmarital,sexchilds,sexfund,sexpray,sexreligion,sexattend,sexhowangry,sexangrysource,raceage,racecollege,raceregion,racemarital,racechilds,racefund,racepray,racereligion,raceattend,racehowangry,raceangrysource,degreeage,degreeregion,degreemarital,degreechilds,degreefund,degreepray,degreereligion,degreeattend,degreehowangry,degreeangrysource,ageregion,agemarital,agechilds,agefund,agepray,agereligion,ageattend,agehowangry,ageangrysource,regionmarital,regionchilds,regionfund,regionpray,regionreligion,regionattend,regionhowangry,regionangrysource,maritalchilds,maritalfund,maritalpray,maritalreligion,maritalattend,maritalhowangry,maritalangrysource,childsfund,childspray,childsreligion,childsattend,childshowangry,childsangrysource,fundfund,fundpray,fundreligion,fundattend,fundhowangry,fundangrysource,prayreligion,prayattend,prayhowangry,prayangrysource,religionattend,religionhowangry,attendangrysource,attendhowangry,howangryangrysource
0,0,4760.0,,6,2,31.0,18.0,4260.0,6,2,4760.0,,6,2,31.0,18.0,5170.0,6,2,8320.0,,6,2,32.0,22.0,1680.0,6,2,,,4,2,,,,4,2,39.7,39.7,13.2,,55.9,55.9,16.5,,30.9,30.9,5.5,,1,2436,2,0,3,1,2,1,2,1,1,1,3,0,1,2,2,1,1,1,8,2,2,1,7323,1,0,3,0,5,1,1.0864,1,1,1996,1.0,1.0,1.0,1.0,4.0,506.0,3.0,3.0,79.0,1917.0,0.0,6.0,1.0,2.0,1.0,12.0,1.0,8.0,3.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,11.0,8.0,79.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,4519.0,5220.0,268.0,32.0,43.4,0.0,521.0,1.0,2.0,,,,3.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,,0.0,2.0,1.0,,2.0,,,2.0,0.0,23.0,2.0,,1.0,0.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,151.0,7950.0,8263.0,744.0,28.0,17.1,,3.0,97.0,,,2.0,75.0,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,4.0,2.0,,2.0,2.0,2.0,2.0,,2.0,1.0,4.0,,2.0,,2.0,1.0,,2.0,1.0,1.0,,,,3.0,3.0,1.0,4.0,1.0,5.0,2.0,3.0,,2.0,1.0,1.0,,,2.0,,1.0,1.0,2.0,0.0,,,1.0,2.0,,2.0,,2.0,2.0,,2.0,,,2.0,1.0,1.0,,5.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,,1.0,1.0,6.0,1.0,2.0,,1.0,,1.0,2.0,5.0,,1.0,1.0,3.0,1.0,5.0,,,,1.0,5.0,2.0,1.0,,1.0,1.0,3.0,,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,2.0,,,,1.0,1.0,1.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,5.0,3.0,,,0.0,0.0,2.0,,7.0,5.0,3.0,0.0,5.0,4.0,0.0,1.0,0.0,,1.0,2.0,5.0,,,3.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,,,,1.0,,,,3.0,,,1.0,3.0,,1.0,3.0,1.0,2.0,1.0,3.0,1.0,,2.0,1.0,,,,,2.0,,,1.0,1.0,1.0,2.0,,,2.0,,,,,,,1.0,,,,7.0,,,1.0,2.0,,,2.0,,12.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,,2.0,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,2.0,1.0,,,3.0,,,,4.0,,2.0,1.0,,,,2.0,,3.0,2.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,3.0,2.0,1.0,,,,,,,1.0,1.0,2.0,,1.0,5.0,4.0,1.0,4519.0,5220.0,264.0,30.0,1.0,1.0,630.0,38.4,,3.0,2.0,79.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,,,,5.0,,3.0,2.0,,1.0,1.0,5.0,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,2.0,,,,,,5.0,,1.0,1.0,,,1.0,,,,,,,1.0,,4.0,,,2.0,1.0,,,,1.0,,,,,,,,,,3.0,,,,3.0,5.0,,,1.0,,,,1.0,,,2.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,2.0,,1.0,,1.0,,1.0,,,,,,5.0,,15.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,2.0,1.0,,,1.0,,,,,1.0,1.0,,2.0,2.0,2.0,2.0,,,,,2.0,,,2.0,10.0,0.0,,7.0,,,2.0,,3.0,1.0,1.0,,2.0,1.0,,,,4.0,,2.0,,,,,,,,,,2.0,,,,,2.0,2.0,,1.0,,1.0,,,1.0,3.0,1.0,1.0,,1.0,2.0,,3.0,2.0,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,,2.0,2.0,1.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0,0,0.0,0,1.0,0.0,35.962162162162166,0.0,,5.0,,0,,,0.0,1,,,0.0,,1.0,0.0,1.0,5.0,0.0,0.0,5.0,0,0,0,0,1,5,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,35.962162162162166,0.0,0.0,,179.81081081081084,107.88648648648649,143.84864864864866,179.81081081081084,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,,5.0,3.0,4.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,15.0,20.0,15.0,12.0,20.0
7,1,5260.0,1.0,3,1,36.0,26.0,8190.0,3,1,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,35.3,,,,57.1,,,,21.1,,,,1,2436,1,1,2,2,1,1,2,8,1,1,3,0,2,2,2,1,1,1,8,1,1,2,7323,1,0,2,0,1,1,0.5432,1,1,1996,5.0,5.0,1.0,1.0,5.0,323.0,1.0,1.0,29.0,1967.0,1.0,6.0,1.0,4.0,1.0,13.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,10.0,7.0,8.0,28.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,3939.0,4141.0,379.0,34.0,37.7,52.0,831.0,1.0,2.0,9.0,10.0,2.0,4.0,1.0,2.0,0.0,3.0,1.0,,2.0,1.0,2.0,3.0,2.0,1.0,2.0,15430.0,9969.0,1.0,3.0,97.0,2.0,12.0,2.0,2.0,2.0,0.0,1.0,4.0,,4.0,4.0,,,,,,,1.0,1.0,97.0,,1.0,1.0,4.0,2.0,3.0,4.0,,10.0,9.0,24.0,1.0,6.0,5.0,3.0,2.0,4.0,7.0,15430.0,9969.0,3.0,7.0,40.0,,3.0,3.0,2.0,2.0,,,3.0,,,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,,1.0,2.0,1.0,1.0,2.0,2.0,3.0,,2.0,2.0,4.0,,5.0,3.0,1.0,2.0,,,1.0,2.0,1.0,,3.0,,2.0,4.0,0.0,1.0,3.0,,,2.0,,2.0,,,2.0,1.0,4.0,3.0,,1.0,1.0,2.0,,1.0,,1.0,2.0,1.0,3.0,,,1.0,,,,1.0,,,2.0,,2.0,1.0,,2.0,,,,,2.0,,2.0,,,2.0,1.0,1.0,,,1.0,,1.0,1.0,,3.0,0.0,,,1.0,2.0,1.0,1.0,,,0.0,,,,,,10.0,0.0,10.0,,,5.0,,1.0,2.0,2.0,2.0,3.0,0.0,6.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,,,4.0,0.0,0.0,,5.0,3.0,1.0,3.0,3.0,1.0,0.0,1.0,7.0,,1.0,1.0,3.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,3.0,,2.0,,,,1.0,,1.0,,3.0,,,2.0,,,2.0,,,,3.0,3.0,4.0,,2.0,,,,1.0,,4.0,,,3.0,,1.0,4.0,,,1.0,1.0,1.0,,,2.0,,2.0,,0.0,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,,,,,,,,,,,2.0,2.0,,,2.0,2.0,2.0,,,3.0,,,,3.0,,3.0,1.0,,,,2.0,,1.0,1.0,,1.0,,2.0,2.0,,2.0,,4.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,,,2.0,2.0,2.0,,1.0,2.0,2.0,1.0,,,,,1.0,1.0,,,,2.0,,6.0,,3.0,,1.0,2.0,,,3.0,3.0,,,2.0,,,,2.0,,3.0,2.0,,3.0,2.0,2.0,,,,,,1.0,3.0,,,,,2.0,2.0,,,,,2.0,,2.0,2.0,,,,,,2.0,,2.0,2.0,,,2.0,,,2.0,,,,2.0,,3.0,,,2.0,3.0,,,,2.0,,,,,,,,,,2.0,,,,3.0,3.0,,,3.0,,,,2.0,,,,,,1.0,,,,,1.0,,,,,,3.0,,,,,,,,,,1.0,,2.0,,,,,,4.0,,9.0,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,1.0,,,1.0,,,,,1.0,2.0,,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,,4.0,2.0,10.0,0.0,,5.0,1.0,,2.0,,3.0,,,,,,6.0,5.0,,4.0,1.0,,1.0,1.0,2.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,2.0,4.0,4.0,,,,1.0,2.0,6.0,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1,1,0.0,0,0.0,1.0,-14.037837837837834,1.0,1.0,1.0,1.0,1,10.0,,0.0,0,0.0,,0.0,,,0.0,1.0,1.0,0.0,10.0,3.0,0,1,0,0,0,2,-14.037837837837834,1,0.0,0,0.0,1.0,1.0,1.0,3.0,5.0,5.0,2,-14.037837837837834,0.0,0,0.0,1.0,1.0,1.0,3.0,5.0,5.0,2,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-14.037837837837834,-14.037837837837834,29.0,-42.1135135135135,-70.18918918918916,-70.18918918918916,-28.07567567567567,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,3.0,5.0,5.0,2.0,3.0,5.0,5.0,2.0,15.0,15.0,10.0,25.0,10.0
